review	sentiment
stayed sister march beautiful clean appartment lot equipment min center metro beds uncomfortable mobile wifi didnt work guests megabytes panagiotis recharge	negative
location great popular sites walkable plenty restaurants stores arrived late night neighborhood offputting issues apartment clean cozy husband apartment hear elevator issue nighttime recommend place people stay trip athens	positive
demetriss place amazing felt room hotel things including hair dryer irons shampoos soaps dishesetc late check late flight trouble checking place easy close metro metro station lots pretty good quality cafes bars restaurants apartment located local housing area quiet stayed nights day athens main touristic areas close metro hard visit places	positive
terrible guests mirelas place forgetting instructions oversleeping checkout day forgetting books flat requiring return boyfriend friendly flexible bumbling flat extremely welllocated close metro walking distance sights supermarket block good restaurant great corner boyfriend recommended restaurant regret previous nights tasteful collection comfortable couch sit listen	negative
flat equipped close metro stops great size wifi strong water pressure excellent radiators worked hours evening meant flat cool bit uncomfortable day opted place consistent heating fireplace good stay efficient check	positive
location perfect famous shopping street close points interests close train station sigtama square acropolis temple zeus arrived port place good restaurants coffee shops market close things walkable place including plaka flat lovely mint condition harris kind responsive contact prior arrival offered requested harris details oriented informative bad meet person schedule permitted recommended place	positive
panos wonderful host arranged transport apartment arrival met lots tips enjoyable stay city cold beer bottle wine enjoy appreciated view temple zeus acropolis balcony	positive
nice appartment good communication delay flight problem	positive
dimitris apartment perfect dimitris great host people plane delayed arrived athens dimitris kind pick middle night greatly appreciated addition quick responsive questions apartment amazing view lounge room terrace overlooking acropolis perfect unforgettable experience	positive
location great minute walk monastiraki square ways heart athens lots neat restaurants cafes nearby apartment street main street ermou minute walk metro extremely convenient building older building indian restaurant year church unit clean efficient great wifi clean bathroom kitchen bedroom fine living space area areas improvement unit working fairness hot didnt producing coolness expect bathroom door lock unlock inside bathroom bit safety issue owner adress remove lock finally confusion door stuck doesnt open easily imagined heat checking bring luggage downstairs ensure door unlocked leave keys apartment door unlocked leaving keys locked release inside couple space great small family	positive
konstantinoss apartment absolutely fantastic perfect location secure building beautifully decorated comfortable break cramped apartments hotel rooms travels stay longer	positive
cool space equipped good stay stayed night didnt advantage apartment offer common areas face lively street bedrooms perfectly quiet peaceful pretty hard time finding place prepared needed	positive
expected food prepared kitchen interior prepared love good tastethe thing missed hdmi cable connect laptop samsung forgot complaining high level magda asked transfers ferry airport taxi organized absolutely reliable timemany magda wonderful stay athens	positive
loved takis place amenities kitchen bathroom bed studio cozy nice rest sightseeing place experience main turstic athens perfect lot restaurants coffee shops shopping stores supermarkets takis nice friendly waiting hour delayed place stops monastiraki station close gracias takis	positive
excellent hosts faced minor issue guests handle professionally	positive
airbnb experience apartment extremely spacious stylish perfectly located posh neighborhood kolonaki walking neighborhood safe convenient delight feel local nestled tourist traps worlds lovely apartment cramped impersonal hotel room touches offered luxe experience toiletries treats provided housekeeping fair fee requested long length stay highly recommend property eva extremely responsive met gem	positive
host hospitable understanding running late lost apartment person photos location walking distance acropolis site lots bars restaurants doorstop excellent experience amazing apartment	positive
apartment convenient quiet safe area major sights min walk lots good restaurants nearby konstantinos team super responsive kind leave luggage apartment arrived athens morning afternoon check apartment cleaned note elevator locked early morning check early carry luggage floors stairs people check normal hours case issue happy stay highly recommend konstantinos apartment	positive
yiorgos apartment excellent location awesome rooftop view acropolis close met walked map city showing shopping dining nightlife areas left selfie stick guide book borrow issues minor fixed easily bathroom clean decided shower tub needed good scrub sink bar soap open mini shampoo bottles left previous guests curtains windows group female travelers didnt feel comfortable changing spending time bedroom main room light night heads washing machine connected listed amenity told red bucket laundry fashioned stay safe close yiorgos communication good store bags apartment checkout accommodate flight athens recommend check small things fixed book youll love stay	positive
apartment smaller expected good addition big roof terrace furniture hot tub bed comfortable poor quality mattress duvet sheets poor quality showerhead bracket broken shelfs rusted water hot tub changed long time chlorine tablets ether nice big swing chair unsafe fell sat reading comments point view stay	negative
dimitris lovely instantly welcoming incredibly helpful great company helpful advice city needed hostthe place great bed comfortable decorations fun feels spacious floor elevator walk isnt bad nice private absolutely	positive
booked apartment days whilst underwent iva treatment meant lot time perfect beautiful gardens exercise daily cozy homely feeling apartment smart tvs chill close proximity surrounding areas hiking eating scenic drives loved hosts responsive queries recommendations housekeeping facilities great bed slept hire car apt car park places easily kypseli park quant square restaurants limited things worth stay gorgeous airbnb	positive
kostas great issues flight helped joanna welcomed wrote everyday quick answer time greece place clean cook	positive
fantastic apartment great location decent wifi issue bed uncomfortable feel lots springs mattress great	positive
dim host premise fantastic kind generous happy lodging comfortable close metro area house bit sketchy night issues didnt leave note add collection fridge dim	positive
sarantos kind host plane late wait check talked street apartment good advices food city terrace beautiful apartment small functional clean caffe sugar cold water feel comfotable athens guests sarantos	positive
konstantinos great host care needed flight delayed phone working kind wait till night handover keys walk apartment stuff apartment prime location loved stay restarurants nearby public transportation min walk prints kind ensure excellent communicator konstantinos care	positive
metaxia hell lovely person needed apartment cozy beautiful suits stay area filled wonderful graffitis time walk youll notice missed day bars restaurant encounters people great surely recommend stay	positive
beautiful setting veranda spectacular views acropolis surrounding area apartment floors upgrading understood booked issue issue coordination checkin wait hour agreed time problematic costs star review hosts friendly responsive apartment equipped amenities plenty towels explicit exact arrival time	positive
airbnb experience ive listing misleading listing apartment bare bones worn needed good painting bed ive slept airline seats comfortable bed reviewers correct bathroom bad water damage ceiling shower door leaks thought noneuropean glass shower doors shower leaks ridiculous water smoke detector place missing sleep white noise app didnt street noise bother wrong loudest apartment ive stayed cost metro flat outdated helpful providing metro instructions nia told street exit direction turn landmarks leaving station directions street signs covered grafffiti read providing roll toilet paper day stay good french press coffee pot door building didnt lock didnt feel safe nia easy contact responded arranged transfer airport apartment clean location public transit restaurants sites wifi strong stay apartment athens return city airbnb listing	negative
great host loved taxi driver spiroshe tour city helped store bag recommend staying excellent location basics lost pounds hill	positive
laures apartment great spacious location amazing heart athens shops restaurants min walk acropolis laure great host towels bedding toiletries plenty toilet paper stay tips city restaurants area loved stay day communicate host directions place prior security reasons key left website hard check talking host	positive
hard positive posts accurate true location fabulous flat equiped comfortable spacious roof terrace amazing helpful extensive check manual hosts connected visit athens perfect introduction	positive
apartment absolutely lovely needed time greece worried lost difficult short walk acropolis restaurants shops cafes manolis pleasant person correspond replied kindly offered organise private transportation airport felt worry easy instructions provided enjoyed week stay	positive
organizing taxis dealing nightmarish travel issues caused hiccup check teams customer service level airbnb space nicest weve steal price	negative
lovely flat clean stylish lovely touches equipped nice quiet street eazybnb team amazing trip fast responses emails seamlessly organised flight delayed hour hand answer questions friendly helpful highly recommend planning coming time athens	positive
apartment perfect pictures pool delicious treat clean stamatis panos excellent hosts totally recommend return dont hesitate book space disappointed local area buzzing great cafebarrestaurants amazing street art peace melanie	positive
die unterkunft ist ideal mehrere personen groes wohnzimmer und jedes zimmer hat sein eigenes bad wir haben uns sehr wohl gefhlt der gastgeber ist sehr freundlich und sehr hilfsbereit vielen dank den gastgeber kann ich nur weiterempfehlen	positive
booked alex flat week february hoping warm weather weather turned cold colder edinburgh warm comfort location flat weather met alex mother doxa helpful showing flat supplied great quantity teas coffees towels linen soaps essentials comfortable bed flat clean good sized balcony late afternoon sun winter bedroom living room location great ground floor flat secure entry plaka metro acropolis museum bars restaurants nearby flat quiet street bothered noise bars breakfast flat good small kitchen prepared substantial meals washing machine travelling hand baggage grateful supplies meant didnt bring small supermarkets walking distance happy recommend flat travellers hoping warmer weather loved athens food wine great museums exceptional warmth people amazing alex doxa	positive
lovely apartment spacious photos improved heating cold snow stayed	positive
pleasant clean smaller picture room view patio pentathlon doesnt stuff patio window room place dark halls dark rooftop nice surroundings view fresh croissants fruit breakfast good cereal piece bread coffee voucher downstairs restaurant day brighter lights common areas stay motion activated singles feel safer cleaned daily rooftop fixed stay people single traveler rooftop night isolation poor furniture lighting	neutral
vassilis great extremely nice prompt meeting keys flight delayed apartment pictures exception tile work bathroom great wonderful stay	positive
apartment perfect location minutes acropolis minutes loads restaurants supermarkets bars walked issues google maps facilities basic needed stove topgrill lovely bathroom cook meals ideal backpackers budget shower amazing needed long day exploring athensthe apartment small people suited issue athens couple nights	positive
ended hour late flight unable hosts didnt purchase sim greeted smile check easy location perfect wrong amazing view acropolis amenities needed instructions issue opening entrance door hosts responded minutes careful entrance door specific open stay airbnb worth convenience beautiful view mindful loud night vendors tired didnt mind	negative
marios place comfortable neat clean central transport athens offer issues internet access airconditioner functioning mario fixed pleasant easy stay	positive
location great host great allowing check hours early laundry availability fantastic thing small issue ants unit shower head working properly power unit assuming heatwave working extra hard inconvenience place staying day relax laundry heading decent stay night check host isnt reoccurrence staying long period time	positive
short trip athens great city appartment great place stay youve close market bakery public transport house clean heating worked fine point attention bed hard	positive
yiannis gracious host apartment great area commercial street taxi stand feels safe night acropolis museum minute walk metro method travel young couple enjoyed stay apartment save money drinks thea bar watch sunset acropolis snafu keys trip yiannis minutes resolve issue	positive
opted stay athens time rewarded genuine bustle tourists typically plaka areas acropolis apartment clean beds super cozy fitted electric blankets combat cold winters night sheets bedding arrived late left early didnt kitchen shower host easy touch effort extra nice touches	positive
view looked picturessometimes hard leave beautiful view terrace location heart city walking distance perfect athanasios responded inquiries great time athens location recommend place	positive
stay athens wonderful klea apartment great located cute quiet square cafes quick walk metro wanted plumbing issue night ended problem klea arranged stay apartment plaka wonderful clean wellstocked necessities close metro walking distance tons tons cafesrestaurantsshopsmuseums klea quick respond helpful great stay athens	positive
superb place spacious comfortable clean missed islands	positive
elegant beautiful flat close spots athens enjoyed stay house cosy offered needed super tranquil courtyard thankful delayed checkin vasiliki	positive
nikos perfect host apartment nice amenities amazing clean location relation major sights great issue constant traffic noise sleeping difficult	positive
room big clean tidy problem bed sheets dark bad quality check clean location close city center close tube station noise night light sleep	neutral
great stay appreciated showing round late flight delay great views roof walked acropolis minutes walk	positive
place great location short walk popular areas acropolis monastiraki plaka apartment clean equipped blows cold checkin easy identification documents picture party members passports drivers license accepted checkin	positive
meet christos mum checked met door lovely looked suitcases checked flight night apartment kitchen awesome athens books maps awesome read tips hints minute walk metro isnt hard question christos family members replied helped excellent communication washing machine bucket detergent hand wash	positive
easy acropolis apartment pays metro fairly close road nice bakery coffee shopbar taxi service offered katerina offer lower traffic bad pay	positive
giannis great host offered free parkinsonova place protected parking area met check check contactless apartment small nice cozy thing completely satisfied noisy bed location good range centre highlights city offer plan rent scooter streets athens diverse meet groups people styles living feel dangerous bad experience	positive
fantastic apartment wonderful location beautiful view acropolis host great wonderful recommendations rooftop restaurants disappointed stay	positive
zannat amazing host defintely stay friendly eager resolve location good close metro stations center neighberhood bad dodgy place surround bad easily cold asked fine buying additional heater agreed happy heating limitations winter problems internet solve happen leave huge money overal highly recommended	positive
great stay athens comfortable pagonas apartment location perfect walking main attractions athens restaurants sites museums appreciated washing machine traveling days reaching athens kitchen great family ate meals food choices area irresistible pagona helped airport transfers tour guide recommendations great mentioned early morning noise room issue lots restaurants nearby lots bottlestrash morning managed fall asleep bedroom quiet great place stay hope longer visit	positive
basi hat uns genauste beschreibungen gegeben und auch hilfestellungen bei anfahrt usw gegebenalles hat geklappt war sauber und gut vorbereitet die kche war gut ausgestattet auch gewrze usw hatte schon dabei bad tropfte ein rohr deswegen war der boden stets ein wenig nass aber das war der einzige nachteil herzlichen dank alles	positive
beautiful apartment neighborhood athens metro airport drops minute walk neighborhood great bars cafes restaurants felt safe ton people hours night hear street noise apartment easy minute walk acropolis cold outdoor space spectacular summer stay perfect	positive
wonderful stay stella nikons apartment introductions house access straight forward stella quick reply question drinks left arrived apartment photos bathroom kitchen worn darker expected typical older european building charm kitchen bathroom worn character flat clean amazing feature view temple zeus impressive location perfect walking acropolis plaka metro close minute walk wifi good hear street noise bother usair conditioning night appreciated recommend longer shower curtain wet entire floor showered challengewe group adults kids husband join group felt flat suitable smaller group perfect main bedroom cramped double bed room sleep dont mind cozying location cleanliness view beat tight space feel stella offer arrange transportation pick airport cheaper klook app turned reliable drivers contact details day driver contacted waiting landed booked company klook departure things highly recommend cine paris open air cinema guided tour acropolis plaka guide holidays archeological facts greek history greek mythology intertwined felt guide informative stefanos tripadvisor locals app fantastic tour felt knew stroll soak food tour delicious filling fantastic bubble waffle ice cream cafe byfinally athens safe coming country graffiti common wary realised graffiti stella making trip athens memorable highly recommend place visiting athens	positive
absolutely loved apartment brand amazing location street syntagma square place stay communication amazing drop baggage hour early lunch cleaned apartment helped print voucher hop hop arranging office apartment buy driver wonderful tips prompting fault place hesitate book disappointed	positive
enjoyed time athens place clean central didnt issues communication host great fast	positive
evan outstanding host plans changed minute forgot inform fault earlier scheduled check heat absolutely wonderful apartment advertized fantastic view acropolis bigger photos air conditioner works great june watch balcony door turn handle opens knocked hinge turns supposed evan late evening seconds felt pretty stupid impressed trip check location amazing great places breakfast downstairs dessert gelato super close markets metro station minutes walk acropolis steps lucky booked place	positive
nice flat close metro bakery big supermarket philippos prepared cold drinks great host nice days athens	positive
great location efficient space enjoyed stay oshawns check easy clear instructions provided pictures location great plaka neighborhood easily walkable historical sites min walk metro station place small efficient major issue water heater work night instructions turn mins showering admittedly reached oshawn imagine easily fixable issue place clean nice pieces local sights prices hours maps apt	positive
stars location hospitality flexibility christina associate billy incredibly friendly helped work initial issue ruined trip morning positive good folk clean room great location hope stay	positive
place stayed athens years travelling therenot poshest grandest fun funky great budget price great location neat clean cute touches personalised placethe big private rooftop acropolis rear covered roof area overlooking park wonderful place win lotto ill offer refuse buy visits groovy house perfect couples comfortable lots handy things chocolate ear buds scissors feel homeeven exhausted athens adventures gazing window view wandering viewwith bakery opposite lovely lady great coffee ribbon shop lady door extremely helpful things cool eateries bars nearby great shopping amazing style original shops high stores bland franchise stores great walks things door great walk plaka felt touristy staying psirri gritty bits big city hard times things vast majority people tremendously friendly feel unsafe change purse handy people hit hard times problems pickpockets anythingwe happy times remember stay fondly hope return maria stella nikos	positive
stay delightful greeted warmly spectacular views cold bottle greek white wine terrace spent time host pianist times hear practice fantastic leaving needed offered homemade greek pastry ice cream	positive
romanos terrific communication responded minutes text helped arrange taxi airport ferry driver professional felt safe apartment central sites daughter easy walk destinations planning time place wanting hang isnt couch relaxing area bedroom grocery store pharmacy street handy pick items fantastic bakery thisieo corner mobility issues apartment choice stairs climb floor canadian counting elevator doable	positive
loft amazing cute humble situated interesting area access roof amazing views provided towels soap storage staying hotel eleni amazing host super kind lovely chat invited visit apartment homemade cherry liqueur son husband helpful called lost apartment late night knock confused rioting aware anarchists area occasionally bit noisy worry family insightful generous loft sweet recommend stay accomodation	positive
rena warm welcoming star host apartment centrally located walking distance lot big attractions cool restaurants bars shops touristy apartment clean modern fully equipped complaint master bed firm happy choice	positive
great host place conveniently located quiet amazing price hit combo hard beat	positive
georges place clean furnished polite understanding waited check knowing flight delayed place convenient amenities enjoyed stay	positive
apartment close city centrum big clean cozy january cold inside air condition heater	positive
awesome apartment great location huge comfortable priced easy check friendly communication spyros issues downside fairly noisy layout apartment bit unfortunate bedroom street ground level street lot noise street early mornings noise travelled walls neighbours regular unlucky couple days great apartment phenomenal factor prevents star rating	positive
maria excellent host quick communicate instructions clear easy follow follow prompt perspective stay great great pricethe rooftop views outstanding chill spot hectic day flat fun worked issues arrived nice air conditioning sleeping areathe neighbourhood great vibe manner restaurants walking distance street food fine dinning corner store bakery corner handythe walk acropolis minutes cabs transit	positive
rented apartments large group apartments clean tidy met christos amazing host accommodating time question concern quick reply alleviate issue helpful helping solve questions staying apartment parking transportation airport shuttles apartments close proximity wonderful shopping dining metro close acropolis parthenon highly recommend property stay athens	positive
absolutely love dora host kind feeding breakfast ice cream cold water letting wash bunch clothes trip athens great happy met min walk metro min ride downtown easy metro place absolutely wonderful room bathroom living room kitchen creatively designed view stunning express great person dora visit greece recommend place	positive
house windows summer winter cold downstair bathroom days	positive
occasion exceed expectations limited touringo managed property highly recomended good work	positive
vivian great host met cab place clean nice cold arrived suggestions eat great place stay return athens stay	positive
pantelis apartment great quick stay athens walking distance town center busiest neighborhood apartment spacious clean bit thrown carpeted bathroom mattress bedroom low ground uncomfortable sofa bed living room pantelis responsive needed stay helped arrange taxi port airport huge george driver friendly happy tour guide asked questions drive recommend passing city night	positive
enjoyed short time athens regret didnt stay longer transfers easy location perfect house worked great figured short walk hill acropolis olympic stadium eat gods restaurant apartment awesome visit patisserie door lovely helpful people delicious food fantastic time athens disappointed	negative
worth mentioning hope dina mind spacious luxurious option partner tall sofabed bathroom spiral staircase leading flat feel cramped scrappy feel place everyones tastes cosy base middle athens atmospheric neighbourhoods views city balcony die lucky enjoy listening sounds guys road holding impromptu acoustic session exarchia square minutes city short walk dina fantastic host feel superwelcome moment met metro station warning day trains cancelled saved lot stress great staying contact felt problems questions stay didnt	positive
apartment extremely located bustle athens distance floor quiet time major attractions walking distance choose walk transport options short walk great restaurants area gyros downstairs apartment spectacular view acropolis spectacular storm night perfect size apartment people homely host theodore attentive waited arrival hour flight delay updated current issues potential strike airport wanted explore city checking graciously held luggage ready great place great host excellent locationwe fantastic time	positive
toni host guests care issues arrival exceeded expectations correcting treat mothers restaurant food simply amazing room modern situated center city walking distance athens landmark lot airbnbs favorite toni super special highly recommended	positive
apartment cute photos lina thoughtful host left suggestions guests read apartment peaceful cool nice refuge heat crowds tourists athens small complaint close nightlife location good stay local nontouristic neighborhood close main tourist spots acropolis	positive
airbnb experience sofia nice person soo helpful friendly informative energetic place clean homey including toiletries washclothes helped parking car moved car parking spot provided map explained route day tour athens guidance satisfied place central walking distance acropolis shopping streets understanding delayed arrival night treated real guests opportunity meet sofia	positive
apt cleanliness perfect unfortunate encounters roaches big issue bear mind impersonal lame difusion techniques fav magnet automated responses emails expected touch coming airbnb superhost responses questions facilities fairly action area nice fault checking properly earlier crossing avenue dark street motorcycle car repair stores good picky	positive
fantastic time beautiful cosy comfortable apartment close athens foot loved jacuzzi nice arrive snacks bottle wine communication great disappointed view acropolis partly obstructed opposite building hot water taxi driver recommended spiros wonderful local advice drove fast dangerously airport departing scary	positive
great experience athens apartment roland ta started good communication access apartment problem highlight view loved view acropolis living room bedrooms rooftop deck spent time morning evening size apartment perfect extra room bedroom needed bathrooms elevator spiral staircase dizzy elevator enjoyed location restaurants shops street corners market close groceries easily walked monastiraki square times walk acropolis bad amazing experience	positive
loved stay dimitris apartment extremely patient delayed arrival delayed flight felt point recommend list eateries shops area recommended	positive
simple nice place pavlos kind issues entrance door care generally good place stay	positive
great apartment great location ticked boxes completely hostmanagement company issue time situation real downer stay	positive
nice place highly recommend feel lost great provided konstantinos good communication good stay lot athnes	positive
arrival met panos mother meet panos stayed nights provided barest questions location apartment fantastic rest experience poor apartment cold heating dryer meant washing days dry apartment serviced stay broom tea towel	positive
flat small nice located good travellers equipped unpleasant surprise cold humid indoors bits bathroom renovation	positive
bad agree negative terms place perfect beat location middle main attractions athens place clean comfortable quiet secure neighborhood great restaurants shops cafes walking distance direction safe neighborhood konstantino meet key stella nice explained needed glad picked place stay trip athens	negative
siblings enjoyed tonys place good area minutes walk main attractions athens metro waking distance tony quick respond issues questions	positive
great location great place personalized check hosts attentive fixed internet issues fairly time kicked speeds stayed mbps router airbnb room hall communication host good occasionally longer comfortable bed warm water extra blankets towels quiet area apartment clean lot areas dustycaked dust raspy throat day left great place easy perfect	positive
antonios wonderful host place spectacular meet person check easier flight land late evening arrival bottle cold water waiting time map athens bearings highlight favorite places checked regularly enjoying time athens responses questions quick place unbearable location walking distance wanted close public transportation needed apartment stylishly decorated lots touches hat feel cozy lovely balcony acropolis enjoy good relaxation time perfect short stay athens time	positive
realized small place arrived noticed uncomfortable bed machine didnt room cold blocked cabinet shower head missing spouts sokol eventually apartment yelling accusing lying finally relocate airbnb	negative
short amazing time marioss place athens lovely room kitchen balcony great addition amenities hairdryer towels cutlery dish washing detergent issue detracted star review arrived expecting beds advertised listing case friend share bed luckily large comfortable great stay host quick replies caring	positive
perfect absolutely perfect minute book despina contact son helps bit kinder thoughtful helpful people locked flat midnight completely fault thirty minutes smile face worry flat comfortable couch bed amenities long stay week wanted perfect central street great restaurants cafes stay leave wait	positive
chris sweet works hard room apartment comfortable shower small chris towels clean sheets location perfectly situated metro instructions place close scene sensitive loudbusy streets place chris helpful helping plan day apartment nice older building sparkling clear chris values cleanliness keeping guests comfortable chris	positive
highly recommend staying fedons place great location short walk attractions center athens fedon great communicating answering questions place clean issues	positive
appartment photos clean close center missed kitchen tools	neutral
house pictures extremely equipped basics cook coffee kinds cookies butter juice water shampoo hairdryer iron soap washing machine communication arrival easy fluid offered arrange taxi metro easy cheap addition athens guide recommendations house area residential local fancy safe minutes walking distance main attractions taxis night tired paid equipment felt worst location pictorialpretty heart attractions served visit city foot	positive
natalia helpful understanding arrived planned check delayed flight flat nice cosy close public transport walkable distance mins centre	positive
lovely place adorable super close felt quiet private acropolis minute walk steven responded handled issues swiftly	positive
alexis apartment great spot larger group location perfect middle easy lots cafes restaurants nearby alexi fabulous host incredibly easy communicate accommodating requests minor complaint cleaner hours checked worked	positive
stay apartment dilapidated furniture windows bathroom towels weird stench apartment doesnt host days service air conditioner failing shower curtain caught cold staying heat importantly spoke condescending demeaning traveled countries moments felt racial issues good rated superhost	negative
host accommodated delayed flight midnight waited patiently arrival helpful recommending local restaurants apartment newly renovated fully equipped kitchen comfortable beds balcony absolutely recommend	positive
amazing apartment great location located meters venue form metro station area bars good restaurants lucas waiting late night flight bit delayed precious nearest surroundings tidiness apartment outstanding isolation opinion good lucas apartment surely choice ill athens	positive
fanis studio cute cosy pictures flat noisy environment heard people speaking hall evening heard masons working window morning heard neighbors closing doors walking speaking corridor ears plugs sleep recommand night thing cockroach walking head athens fani friendly offered stay luggage store leave airport didnt subway athens big strike missed flight bad experience	negative
amazing space location trip stayed weeks host super welcoming super quick questionsthe issue wifi didnt work host working work	positive
konstantinos apartment perfect location visit historic athens minutes archeological promenade sites visit easy pedestrian friendly ramble apartment lovely bedrooms plenty space nicely appointed amenities felt relaxed comfortable communication terrific connected fine flight hours delayed nice guy sipping beer porch long day siteseeking lit parthenon cherry sundae	positive
fast communication checkin beautiful design terrace lively district bed sheets towels terrible felt dirty tho	neutral
light bright basement apartment george responsive issues	neutral
fantastic stay businessmen private rooms separate bathrooms perfect central location center offer bad good recommend	positive
great spacious quiet studio stylish equipped comfy bed nice terrace amazing views majestic acropolis gazi colourful psiri area close occupies floor commercial building street building safe forgotten enter flat fillippos friendly responsive accomodating visited early march hit great weather terrace hot late morning recommend tent hotter months sun bake day issue inside aircon great	positive
great accommodation beautiful amazing facilities wifi super slow fault party nearby loud	positive
book flatvery noisy fridge hear flat wrong itthe fridge turns key disconnects electric water milk noisy neighour music sit bad phone reception inside flat small wayrundown area tourist knowyou wake morning sun hit face turning lights flat dark balcony surrounded depressing ugly buildings noisy neighbourthe husband appalling starved money empathetic individuali told fridge noisy zoom meetings hours day tracker told plug milk cheese told receive phonecalls inside flat bad reception alter reservation leave day wife problem attitude asked leave hour excuse accept alteration reservation paid night friends athenians talked basically laughed phone rudelywhat point keeping someones money hostage offer good friends told area good asked bookingunfortunately booked nightsas work booked flat pay flats stay athens easily accepted alteration awful experience book good kind host difference save hassl	negative
place offers great central location busiest streets athens shoppingthe apartment small nicely decorated fairly equipped oven simply recommend place light sleepers sound isolation poor existent ear plugs save night	positive
flight delayed arrived hour arranged chariss son waiting communication easy flat amazing location perfect walking door arc hadrianjust spectacular clean nice neighbourhood quiet street needed list nice restaurants bars area helpfull host care asked day great host amasing flat magical view acropolis nice experience recommend choose flat stay athen	positive
place pictures appartment communication jan good respond questions checking super easy arranged thing shower tiny haha issue floor wet internet jan offered buy greek simcard good love stay beautiful athens	positive
antzey socrates kind socrates incredibly fast responding helping needed airline lost mothers luggage number time talking control status finally received great day athens helped reserving taxi appointed responded awake midnight check taxi driver great	positive
amazing apartment handy location flight hrs delayed arrived morning apostolos girlfriend awake apartment waiting arrive helpful kind recommended	positive
happy stay georges place apartment spacious comfortable clean amenities close center central street quiet george great host friendly attentive quick respond smallest issues time day highly recommend apartment happy	positive
marias place athens centrally located clean big family short walk tourist attractions maria responsive flexible arrived late luggage lost sisters homemade jams delicious hesitate book place lucky athens	positive
ilias father incredibly helpful easily contactable solutions issues flat brilliant location mins walk acropolis loads restaurants bars close spacious good kitchen beds comfortable issue heat night friends trouble sleeping ceiling fan air cooler unit hot degrees day	positive
alright good comunication host bathroom small shower uncomfortable small location center athen	neutral
airbnb experience satisfied alexandras mom welcomed kind friendly key infos neededthe apartmen amazing pleasant stay room clean bed comfortable extra warm duvet cos weather abit cold needed itthe location excellent mins walk subway trainbus highly recommend flat alexandras mom alexandra	positive
maria great host touch ready issue stay flat spacious fully equipped pictures impressive collection dvds travellers guide books disposal location close centre maria absolutely enjoyed	positive
apartment looked photos nicely decorated water wine arrival location good heart busy street terrible nicest sit enjoy patio bed hard air conditioning didnt sitting bed air conditioner sleep great nice place good location price	positive
apartment great location minute walk acropolis attractions space clean comfortable issue hot water working konstantinos stefanos accommodating responsive great stay	positive
beautifully renovated apartment great location building quiet number minor issues experience good fantastic owners credit address credit inconvenience appreciated feel issues resolved recommend staying property stay owner extremely helpful	positive
muti lovely great host met metro late night lateness plane delayed advice athens provided leaflets maps grateful stay room apartment comfortable relaxing place spend evening busy day location excellent walking distance acropolis city centre lovely experience topped gorgeous souvenirs muti left	positive
place good communication host rapid checkin time handled pretty place spacious great balcony supermarkets necessities renting apartment asked safety neighborhood host told issue renting messaged recommended safer order choose airbnb issues house shower doors broken uncomfortable case water	positive
apartment great clean bright decorated tatiana helpful directions place explaining apartment sat maps food listings told reach center beach close neighborhood dark sketchy issues	positive
friends needed nice place athens night panos place perfect disappointed helped organizing taxi pick port bring directly place warmly apt big clean wonderfully decorated hundreds movies watch tired streets athens stay short nice recommend	positive
nice clean flat lots space sleeping host polite interested bringing airport finally apartment situatied poor neighborhood imigrants neighborhood center city didnt problems	positive
maria greeted warmly offered arrange taxi allowed backpacks place longer checked place warm cold day sightseeing enjoyed	positive
hard loved athens airbnb perfect amenity location perfect walking interesting parts plaka district great restaurants steps entryway felt safe teenagers comfortable walking area independently apartment beautifully decorated host met arrival things regret didnt stay long	positive
jordi phone answer places neighbourhood good reached apartment sleeps metres private room wooden doors privacy unacceptable wait guests dry wet towels reach happened sheets bed fully wet towels wet dry apartment floor high humidity heating central jordi gey cold good asked woulk small extra heater finally stand wet thing happened cancelled reservation pay refund asked money apartment	negative
perfect neighborhood athens walking distance major sites location hard beat space perfect days markos shared great ideas restaurants coffee shops fun insider tips shower appliances great recommend groups heading athens	positive
absolutely great location checkin view balcony great stars table photos wardrobe space things backpack uncomfortable bathroom tiny washing face hands sink bathroom splashed biggest flaw smell air conditioning smell bathroom good place stay days trip problem unpacking luggage	positive
great location close main attractions super smooth check stylish comfortable apartment love attention details host cold water fridge city map local tips	positive
satisfaction elias place clean room cozy bed nice surroundings bars restaurants public park elias extremely helpful patient friendly flight didnt arrive athens midnight elias waited lost building elias called clear directions pleasant talk apartment highly recommend elias airbnb community man elegance decency passion country trust sincerely elias business hounored host beijing day wishes	positive
great yiannis stay easy checkin checkout providing needed apartment amazingly located heart athens incredible acropolis museum nearby bars restaurants cafes rented unusually cold december benefit additional air conditioning unit complaints pretty great money	positive
nice fully equipped clean apartment great bottle red wine close acropolis situated popular local area restaurants bars hosts helpful lost luggage assisted helping finding luggage stay apartment longer additional cost await delivery luggage highly recommended apartment	positive
incredible apartment bright spacious location hard beat correspondence quick professional hesitate recommend	positive
great airbnb sotiris amazing ferry canceled delayed nice accommodating place great helped set cab airport apartment cute stylish clean minor thing beds extremely tough	positive
shower wall missing plumber great washer issues laundromat nearby apartment clean located	positive
location good flat pretty easy apartment small good staying exterior terrace coffee didnt fact smelled tabaco entered nights stayed hard time smell sister sensitive hope ksenia solve issue time	neutral
